algorithm,params,min,mean,std,time
NN,start=0,8965.169966104793,8965.169966104793,0,0.00015139998868107796
NN,start=12,8999.541686538136,8999.541686538136,0,0.00013919989578425884
NN,start=24,10177.650858754903,10177.650858754903,0,0.00012019998393952847
NN,start=36,10466.257965929759,10466.257965929759,0,0.00012979982420802116
NN,best_of_k=1,8965.169966104793,8965.169966104793,0,0.00015030009672045708
NN,best_of_k=5,8965.169966104793,8965.169966104793,0,0.0005316000897437334
NN,best_of_k=10,8965.169966104793,8965.169966104793,0,0.0010997999925166368
NN,best_of_k=20,8793.762394544243,8793.762394544243,0,0.0016540000215172768
IHC,"neigh=swap, iters=1000, restarts=10",12966.954985131348,13630.91160970147,594.823747950839,0.012813960015773774
IHC,"neigh=insert, iters=1000, restarts=10",-19974.58157196724,-15529.404106214859,3278.279599089755,0.016159560019150376
IHC,"neigh=two_opt, iters=1000, restarts=10",9870.707587122564,10680.651533977145,628.1920844825502,0.01506880004890263
IHC,"neigh=two_opt, iters=100, restarts=10",21770.93006726053,22877.49463748623,789.4993769446567,0.003115319972857833
IHC,"neigh=two_opt, iters=500, restarts=10",11922.346913036483,13509.289329389887,962.2418276819674,0.008943980047479271
IHC,"neigh=two_opt, iters=1000, restarts=10",10438.498943993685,10639.375199405687,200.6547846918535,0.014542459975928068
IHC,"neigh=two_opt, iters=2000, restarts=10",8816.60533165094,9175.54017793578,272.62389861079816,0.02910091998055577
IHC,"neigh=two_opt, iters=1000, restarts=5",10535.012577441054,10956.015636349308,439.34537767626375,0.007399039948359132
IHC,"neigh=two_opt, iters=1000, restarts=10",10658.251059334529,10976.683007390591,236.74939389206125,0.01470233998261392
IHC,"neigh=two_opt, iters=1000, restarts=20",9908.342967639062,10241.683395131884,229.65727600225696,0.028848620038479565
IHC,"neigh=two_opt, iters=1000, restarts=30",9514.505780800317,10138.00121388007,465.37004075981287,0.04339708001352847
IHC,"neigh=two_opt, iters=2000, no_improve=50",11314.367238709476,11880.285057410036,418.2705552655591,0.009214939968660473
IHC,"neigh=two_opt, iters=2000, no_improve=100",9416.32008255467,9698.990275833441,272.3171601769019,0.018196400022134185
IHC,"neigh=two_opt, iters=2000, no_improve=200",8838.312968433467,9204.980013494653,289.1381718890515,0.025716139981523157
IHC,"neigh=two_opt, iters=2000, no_improve=500",9023.299424266737,9112.055327030937,95.61321749919246,0.028848520061001182
IHC_INTENSIFICATION,"iters=1000, restarts=10",7549.960996832011,9163.670590639762,1181.9348871750433,0.01579897995106876
SA,"neigh=swap, temp=1000, alpha=0.99, iters=5000",11621.624182573965,12925.788737149644,1658.3667359950737,0.010022080037742853
SA,"neigh=insert, temp=1000, alpha=0.99, iters=5000",10523.628925239902,11102.018322129377,659.4505096329142,0.010140840010717512
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",8961.809259695083,9389.78968664201,535.1817094088209,0.01160405999980867
SA,"neigh=two_opt, temp=100, alpha=0.99, iters=5000",9105.090761376161,9478.310993093153,227.27010663262007,0.010608619963750242
SA,"neigh=two_opt, temp=500, alpha=0.99, iters=5000",9009.548028501276,9112.225101373337,90.6388026070844,0.011276979977265001
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",8426.012770247688,9134.655804287526,518.4371870134481,0.011712379986420274
SA,"neigh=two_opt, temp=5000, alpha=0.99, iters=5000",9336.596055492277,9623.988809229768,378.82084579706185,0.012230479996651411
SA,"neigh=two_opt, temp=1000, alpha=0.9, iters=5000",16380.118654459133,18628.561814969285,1565.533848238941,0.0012147799599915743
SA,"neigh=two_opt, temp=1000, alpha=0.95, iters=5000",11684.563597980567,13392.296089631429,1110.0293062746396,0.002363399975001812
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",8434.327653896209,9129.710402149018,437.8684919113293,0.01159469997510314
SA,"neigh=two_opt, temp=1000, alpha=0.995, iters=5000",8523.879263888075,8861.821021817395,449.3277725757972,0.01896577994339168
SA,"neigh=two_opt, temp=1000, cooling=geometric",8567.403424503864,9303.500104264798,835.2268616501958,0.01138274003751576
SA,"neigh=two_opt, temp=1000, cooling=linear",10910.853240620405,11289.478376657247,283.31163809459576,0.019314999971538783
SA,"neigh=two_opt, temp=1000, cooling=logarithmic",10388.23042742785,10703.778970957917,346.9238254245982,0.019478080002591013
SA_REHEATING,"temp=1000, alpha=0.99, iters=5000",9641.118641250658,10460.071625951041,677.0195441933906,0.018848440051078795
TS,"neigh=swap, iters=500, tabu_size=20",11792.861704935434,12381.351906606647,612.6119897708552,0.03440512004308403
TS,"neigh=insert, iters=500, tabu_size=20",10520.024535929002,10844.354381449697,353.0964852267461,0.034871420031413435
TS,"neigh=two_opt, iters=500, tabu_size=20",9164.255136023023,9403.663469043891,159.81855825505394,0.039284239942207935
TS,"neigh=two_opt, iters=500, tabu_size=5",9318.466025045765,9568.09148091907,223.83635185266257,0.03856456000357866
TS,"neigh=two_opt, iters=500, tabu_size=10",9296.439352114166,9433.454118348787,160.45838940538692,0.03936368003487587
TS,"neigh=two_opt, iters=500, tabu_size=20",9095.527891896176,9318.93991791875,184.2714710642172,0.039356759982183576
TS,"neigh=two_opt, iters=500, tabu_size=50",9266.818878130638,9496.176869930548,152.41070850267693,0.04139514002017677
TS,"neigh=two_opt, iters=100, tabu_size=20",10511.126083312605,11063.336467653622,515.8308737842813,0.007857299922034145
TS,"neigh=two_opt, iters=250, tabu_size=20",9640.025113700058,9858.546615461959,261.46924725078395,0.019971660012379287
TS,"neigh=two_opt, iters=500, tabu_size=20",9157.170735257207,9336.1077430861,259.80543427464613,0.03948527993634343
TS,"neigh=two_opt, iters=1000, tabu_size=20",9181.15458638451,9353.701730904659,130.51898938507975,0.08750184001401067
TS,"neigh=two_opt, iters=500, candidates=5",13157.55636695478,14663.057043113458,1351.6871078496715,0.011694319965317845
TS,"neigh=two_opt, iters=500, candidates=10",10553.816199572246,11586.3568671869,639.542078043756,0.022927220026031137
TS,"neigh=two_opt, iters=500, candidates=20",9365.75230718262,9575.986607589435,206.22196271899918,0.04290818003937602
TS,"neigh=two_opt, iters=500, candidates=40",8428.612641481399,8677.905924897097,292.67270807877486,0.0801585199777037
TS_DIVERSIFICATION,"iters=500, tabu_size=20",9868.196574470183,10181.059578624456,286.76488960334706,0.042964799981564286
GA,"sel=tournament, cross=ox, pop=100, gen=100",13557.668992900803,14868.053574941552,841.1985300793959,0.12090224004350603
GA,"sel=roulette, cross=ox, pop=100, gen=100",15950.586736390787,16754.538823308772,616.7842922041771,0.2758676400408149
GA,"sel=ranking, cross=ox, pop=100, gen=100",12692.006568353796,14916.395364337583,1591.4192143753135,0.3208071200642735
GA,"sel=tournament, cross=ox, pop=100, gen=100",12925.710302613386,13908.236427421438,721.0519902224029,0.11848086002282798
GA,"sel=tournament, cross=pmx, pop=100, gen=100",14017.538164831083,15335.771894307849,996.216167503015,0.09108049999922514
GA,"sel=tournament, cross=cx, pop=100, gen=100",14835.707024546118,16873.20568143915,1235.575314070919,0.28391974000260234
GA,"sel=tournament, cross=ox, mut=swap, pop=100, gen=100",12937.66308917006,14139.555898011255,1123.4488473299584,0.1183761399704963
GA,"sel=tournament, cross=ox, mut=insert, pop=100, gen=100",13082.789751303902,14351.946343502732,1054.195916461533,0.11640650001354516
GA,"sel=tournament, cross=ox, mut=inversion, pop=100, gen=100",10952.613920957665,11762.967643358543,813.8795691228015,0.11682492005638778
GA,"sel=tournament, cross=ox, pop=50, gen=100",15916.222952958253,16814.841549466844,955.1502684653967,0.05618787999264896
GA,"sel=tournament, cross=ox, pop=100, gen=100",13197.184329753558,14589.111923047725,1296.543344782364,0.11363031999208033
GA,"sel=tournament, cross=ox, pop=150, gen=100",11332.802472773714,12433.855573807745,1180.7021369168674,0.1776940000243485
GA,"sel=tournament, cross=ox, pop=200, gen=100",12495.961627722209,12789.66723234839,276.1772934215205,0.2322284999769181
GA,"sel=tournament, cross=ox, p_mut=0.01, pop=100, gen=100",13916.415232985673,15760.130848399425,1216.6012953559602,0.11034702002070844
GA,"sel=tournament, cross=ox, p_mut=0.05, pop=100, gen=100",12873.148536869896,15243.521811367918,1516.479571911682,0.10874999999068677
GA,"sel=tournament, cross=ox, p_mut=0.1, pop=100, gen=100",12335.809857872704,14032.142503808787,1556.3959802146203,0.10978734004311264
GA,"sel=tournament, cross=ox, p_mut=0.2, pop=100, gen=100",12018.362912714942,13094.839127236573,1076.3094269222602,0.11105017997324466
GA_ADAPTIVE,"pop=100, gen=100, adaptive_mutation",12045.720687410587,14171.210124092227,1410.6874211844652,0.16651893993839623
ACO,"n_ants=10, iters=50, alpha=1, beta=2",8485.431212285765,8718.79807829548,158.7383307350515,0.12508135996758937
ACO,"n_ants=20, iters=50, alpha=1, beta=2",8475.62421563759,8644.77250037204,139.9671536630853,0.23972861999645828
ACO,"n_ants=30, iters=50, alpha=1, beta=2",8431.469019365402,8570.933281958818,104.22036078175103,0.3588702000211924
ACO,"n_ants=50, iters=50, alpha=1, beta=2",8431.4690193654,8482.938429813772,84.52428527927044,0.5900737199932337
ACO,"n_ants=20, iters=50, alpha=0.5, beta=2",9243.321424855092,9725.14132261271,371.6900116199839,0.24241302004083992
ACO,"n_ants=20, iters=50, alpha=1.0, beta=2",8394.09965260819,8599.879066275054,132.99878614868285,0.2418219800107181
ACO,"n_ants=20, iters=50, alpha=2.0, beta=2",8465.967934243687,8817.646696650492,218.24600830449697,0.2434478999581188
ACO,"n_ants=20, iters=50, alpha=3.0, beta=2",8542.224072606496,8731.570388264121,166.62611735102638,0.23963276003487408
ACO,"n_ants=20, iters=50, alpha=1, beta=1.0",8946.457128213333,9398.738073483826,281.35157888551026,0.24139705998823047
ACO,"n_ants=20, iters=50, alpha=1, beta=2.0",8431.4690193654,8665.062412357274,200.90517026277757,0.24077494000084698
ACO,"n_ants=20, iters=50, alpha=1, beta=3.0",8431.4690193654,8485.309136622765,40.192475395532284,0.2401952799409628
ACO,"n_ants=20, iters=50, alpha=1, beta=5.0",8431.4690193654,8494.420930645916,44.53145946896212,0.2437652599532157
ACO,"n_ants=20, iters=50, rho=0.1",9062.002334167271,9281.995669601818,240.49292538914688,0.24210211988538505
ACO,"n_ants=20, iters=50, rho=0.3",8489.999493736492,8710.332220082924,151.8158162343473,0.2426202400121838
ACO,"n_ants=20, iters=50, rho=0.5",8529.586408557954,8612.77217078798,78.8800746623464,0.24096106002107262
ACO,"n_ants=20, iters=50, rho=0.7",8454.10205820483,8578.40452228619,104.57311830071345,0.24072830001823603
MMAS,"n_ants=20, iters=50 (MAX-MIN)",8825.079710589076,9178.930811231363,341.3556534703545,0.24189702002331614
