algorithm,params,min,mean,std,time
NN,start=0,2699580.699721054,2699580.699721054,0,0.00011530006304383278
NN,start=19,2893396.865746024,2893396.865746024,0,0.00010830000974237919
NN,start=38,2653349.9568363777,2653349.9568363777,0,8.9599983766675e-05
NN,start=57,2636539.2273480627,2636539.2273480627,0,8.979998528957367e-05
NN,best_of_k=1,2699580.699721054,2699580.699721054,0,0.00011010002344846725
NN,best_of_k=5,2600641.2244629133,2600641.2244629133,0,0.0004513000603765249
NN,best_of_k=10,2600641.2244629133,2600641.2244629133,0,0.0008510998450219631
NN,best_of_k=20,2600641.2244629133,2600641.2244629133,0,0.0016932999715209007
IHC,"neigh=swap, iters=1000, restarts=10",3767384.274908666,4213244.793325859,291172.8560205772,0.012910000002011656
IHC,"neigh=insert, iters=1000, restarts=10",3935107.503054173,4096169.558854152,260225.1311854336,0.07634960003197193
IHC,"neigh=two_opt, iters=1000, restarts=10",3471495.9449513447,3756008.5539464294,331605.9717627559,0.016056180000305176
IHC,"neigh=two_opt, iters=100, restarts=10",6367154.967133963,7113385.221484551,624418.869211471,0.0017260999884456396
IHC,"neigh=two_opt, iters=500, restarts=10",3863719.310420941,4468168.48236562,543513.1472621318,0.008164780028164387
IHC,"neigh=two_opt, iters=1000, restarts=10",3480512.845981719,3641735.8978456417,231892.70815422072,0.016051720082759856
IHC,"neigh=two_opt, iters=2000, restarts=10",2835904.676578363,2936994.2165713576,68143.73884604721,0.03202229999005794
IHC,"neigh=two_opt, iters=1000, restarts=5",3600857.1365684024,3949502.8237744453,294615.77781132533,0.007942800037562847
IHC,"neigh=two_opt, iters=1000, restarts=10",3376801.175420218,3911057.48893553,382592.2959071218,0.019443079968914388
IHC,"neigh=two_opt, iters=1000, restarts=20",3398517.984959798,3455466.249686218,68088.24448217537,0.0320505200419575
IHC,"neigh=two_opt, iters=1000, restarts=30",3146784.693328465,3452430.4275424373,231418.36186933858,0.0483417400624603
IHC,"neigh=two_opt, iters=2000, no_improve=50",2864953.0824435265,3238784.8232049244,231497.0059819674,0.017346279975026847
IHC,"neigh=two_opt, iters=2000, no_improve=100",2873551.332312554,2950037.161783436,56940.646147433494,0.03026139996945858
IHC,"neigh=two_opt, iters=2000, no_improve=200",2923257.8322026166,2991595.8007653127,89196.50958746733,0.031640279991552236
IHC,"neigh=two_opt, iters=2000, no_improve=500",2832397.527675047,2995037.3713166993,109981.97006245142,0.03225239999592304
IHC_INTENSIFICATION,"iters=1000, restarts=10",2959945.2834972176,3160869.808710271,173111.84176353095,0.020334139978513122
SA,"neigh=swap, temp=1000, alpha=0.99, iters=5000",3912949.246370697,4164332.11019214,175670.726755495,0.013946739956736565
SA,"neigh=insert, temp=1000, alpha=0.99, iters=5000",3315122.835057253,3535183.8817128534,243904.31597891485,0.013842859957367181
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",2658756.43237319,2905128.6982752946,149500.5284957337,0.015528740035369993
SA,"neigh=two_opt, temp=100, alpha=0.99, iters=5000",2777278.847718134,2927725.9194761105,148695.86127809348,0.014488199958577752
SA,"neigh=two_opt, temp=500, alpha=0.99, iters=5000",2909975.568202854,3197391.337536421,383992.8718942026,0.015132079971954227
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",2671478.635615808,2972254.427033066,192457.64597415354,0.015459679998457432
SA,"neigh=two_opt, temp=5000, alpha=0.99, iters=5000",2622294.0003529685,2855897.9079442266,170507.58610211322,0.016492799995467065
SA,"neigh=two_opt, temp=1000, alpha=0.9, iters=5000",6392052.4123075325,6997994.070446054,507271.8141356194,0.0015092399902641774
SA,"neigh=two_opt, temp=1000, alpha=0.95, iters=5000",4180598.7417532224,5512421.849356784,997217.6736290179,0.0031690199859440325
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",2813183.810495366,3024661.781502948,363020.1389313271,0.015579360025003552
SA,"neigh=two_opt, temp=1000, alpha=0.995, iters=5000",2533615.2754479623,2686595.7787875044,93641.34724457329,0.02606543996371329
SA,"neigh=two_opt, temp=1000, cooling=geometric",2758876.035709471,2880028.658764667,82445.4712851919,0.01552013996988535
SA,"neigh=two_opt, temp=1000, cooling=linear",2539792.5445251097,2723824.4961359734,108331.98756086595,0.026513639977201818
SA,"neigh=two_opt, temp=1000, cooling=logarithmic",2532174.2260168497,2689630.1295696194,117748.85346767769,0.026322060031816363
SA_REHEATING,"temp=1000, alpha=0.99, iters=5000",2616565.737355825,2797022.336134699,158727.9025840029,0.02588753988966346
TS,"neigh=swap, iters=500, tabu_size=20",2916042.040541681,3323236.2773675825,246652.28317292786,0.047815440036356446
TS,"neigh=insert, iters=500, tabu_size=20",2936260.9727657195,3098158.4839979224,158385.62926027548,0.04902866007760167
TS,"neigh=two_opt, iters=500, tabu_size=20",2617673.3660663925,2749180.8063390628,116448.6805544091,0.05266958004795015
TS,"neigh=two_opt, iters=500, tabu_size=5",2600636.16719182,2694883.790707763,72714.30459543575,0.05216826000250876
TS,"neigh=two_opt, iters=500, tabu_size=10",2610170.6307262885,2651419.2871754817,53900.729829179545,0.05246938001364469
TS,"neigh=two_opt, iters=500, tabu_size=20",2635363.3210050124,2722590.4227626952,104152.75624164731,0.052813459932804105
TS,"neigh=two_opt, iters=500, tabu_size=50",2624998.8581513595,2680837.575359289,85945.81785357762,0.05523859998211265
TS,"neigh=two_opt, iters=100, tabu_size=20",3029074.0343014915,3272526.7190731294,232069.60632707246,0.010789639968425035
TS,"neigh=two_opt, iters=250, tabu_size=20",2640266.6408498865,2822594.875555532,157075.65868035273,0.027040719939395785
TS,"neigh=two_opt, iters=500, tabu_size=20",2602581.156142342,2702427.3825717,100784.52585562643,0.05359294000081718
TS,"neigh=two_opt, iters=1000, tabu_size=20",2564517.7825570316,2592210.6553437095,19949.19118950861,0.10685002002865077
TS,"neigh=two_opt, iters=500, candidates=5",3484744.923687248,3717380.0220233994,357523.0466936073,0.01359167997725308
TS,"neigh=two_opt, iters=500, candidates=10",2848721.3447540244,2922453.220654058,65738.90221723422,0.026979820011183618
TS,"neigh=two_opt, iters=500, candidates=20",2608037.34198043,2647821.256897989,54505.895419171036,0.05366983995772898
TS,"neigh=two_opt, iters=500, candidates=40",2510419.062860351,2520735.5392973702,6861.913940474986,0.10715981996618211
TS_DIVERSIFICATION,"iters=500, tabu_size=20",2699755.6754200817,2809664.2057178053,70754.42838556014,0.05266056000255048
GA,"sel=tournament, cross=ox, pop=100, gen=100",3638719.3258524495,3875748.9838446165,143623.49286848438,0.17828044001944363
GA,"sel=roulette, cross=ox, pop=100, gen=100",4028401.9832975087,4634598.164432536,384009.44943796354,0.305725820036605
GA,"sel=ranking, cross=ox, pop=100, gen=100",3560718.576540102,3895419.070793242,267977.47437829035,0.34542849999852476
GA,"sel=tournament, cross=ox, pop=100, gen=100",3698573.775795108,3990965.55376491,299667.93106968043,0.1750364400446415
GA,"sel=tournament, cross=pmx, pop=100, gen=100",4065365.7158985822,4260401.408225018,231293.96405126856,0.1235607999842614
GA,"sel=tournament, cross=cx, pop=100, gen=100",4648809.0248396015,5014746.434900469,416410.6296862475,0.5339907200075686
GA,"sel=tournament, cross=ox, mut=swap, pop=100, gen=100",3582639.414739928,4112110.6800432913,413513.66805827356,0.1752016599755734
GA,"sel=tournament, cross=ox, mut=insert, pop=100, gen=100",3580467.076928676,3920555.0391945955,290613.7788051653,0.17838757997378707
GA,"sel=tournament, cross=ox, mut=inversion, pop=100, gen=100",3246799.0107769463,3377544.671363791,98378.8765049061,0.17679674001410603
GA,"sel=tournament, cross=ox, pop=50, gen=100",4024891.274655168,4739579.954684531,637162.516774944,0.08595010004937649
GA,"sel=tournament, cross=ox, pop=100, gen=100",3678151.008514423,3878086.4735796433,116369.1195452411,0.17586491997353731
GA,"sel=tournament, cross=ox, pop=150, gen=100",3674001.0858497564,3760626.8169322056,81368.70744042756,0.26583400000818075
GA,"sel=tournament, cross=ox, pop=200, gen=100",3157864.8954220815,3451623.5499827205,255697.7673189713,0.9775536400265992
GA,"sel=tournament, cross=ox, p_mut=0.01, pop=100, gen=100",4059672.0647974783,4286810.93573456,386946.853685402,0.42877785991877315
GA,"sel=tournament, cross=ox, p_mut=0.05, pop=100, gen=100",3494190.60842121,3914269.9618207645,272475.59335786925,0.4317772400099784
GA,"sel=tournament, cross=ox, p_mut=0.1, pop=100, gen=100",3811908.2103428547,4154310.5806135773,354368.4005355179,0.43209895994514225
GA,"sel=tournament, cross=ox, p_mut=0.2, pop=100, gen=100",3768352.3032321227,3865288.7845243146,77759.16113018063,0.4432769600301981
GA_ADAPTIVE,"pop=100, gen=100, adaptive_mutation",3565927.819262169,3864272.4354554424,299045.88127948745,0.6763797600287944
ACO,"n_ants=10, iters=50, alpha=1, beta=2",2708516.1448560925,2733716.1910277754,18824.311073684832,0.7296590599697084
ACO,"n_ants=20, iters=50, alpha=1, beta=2",2567238.7848420744,2641208.9197980277,49065.13115534783,1.383341580023989
ACO,"n_ants=30, iters=50, alpha=1, beta=2",2564113.5628631576,2602022.445886732,22546.746524016682,2.0902625400573016
ACO,"n_ants=50, iters=50, alpha=1, beta=2",2525601.6295041004,2550699.8565325,22577.00479439128,3.2429225200321525
ACO,"n_ants=20, iters=50, alpha=0.5, beta=2",2678390.721760287,2733478.6501306477,43552.65244022132,1.3351712999865413
ACO,"n_ants=20, iters=50, alpha=1.0, beta=2",2612606.1837077676,2646610.160130927,24515.50647338189,1.3207859199494123
ACO,"n_ants=20, iters=50, alpha=2.0, beta=2",2516371.6124847257,2526324.7455648873,11303.055680315792,1.2976653399411588
ACO,"n_ants=20, iters=50, alpha=3.0, beta=2",2499799.252732756,2519163.7609978756,17187.871489798552,1.2822235200554133
ACO,"n_ants=20, iters=50, alpha=1, beta=1.0",3200850.2330509126,3364655.5644711396,109750.80440989285,1.3067442799918354
ACO,"n_ants=20, iters=50, alpha=1, beta=2.0",2633580.8609206197,2669921.087397619,21999.845403541163,1.2885952600277961
ACO,"n_ants=20, iters=50, alpha=1, beta=3.0",2537325.27825063,2557944.8016322195,20407.072528288,1.3156662800814956
ACO,"n_ants=20, iters=50, alpha=1, beta=5.0",2497772.9204077884,2514739.3235253124,15074.776496802664,1.3014451800379903
ACO,"n_ants=20, iters=50, rho=0.1",2719384.6200674716,2795998.6651032167,48490.90910418945,1.3219115199521183
ACO,"n_ants=20, iters=50, rho=0.3",2606133.6958613414,2623213.993071547,10104.655247312523,1.3386253000237047
ACO,"n_ants=20, iters=50, rho=0.5",2596704.6542501305,2661390.946754002,39939.624227099004,1.3546635400038212
ACO,"n_ants=20, iters=50, rho=0.7",2651218.5286876387,2678784.3527571596,23944.646844822364,1.29096316001378
MMAS,"n_ants=20, iters=50 (MAX-MIN)",2529183.5829385,2562502.914493866,31592.699049405594,1.3260782999917864
