algorithm,params,min,mean,std,time
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",2779498.679307563,2996883.4360808213,233178.4191390639,0.03924675998277962
SA,"neigh=two_opt, temp=100, alpha=0.99, iters=5000",2758521.39737976,3022704.3946271273,262293.4891346648,0.03702238001860678
SA,"neigh=two_opt, temp=500, alpha=0.99, iters=5000",2844170.299606935,3007981.4435742586,294607.59314610745,0.0373147000093013
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",2878667.187379966,2992053.1486409996,88194.64352789274,0.04147570002824068
SA,"neigh=two_opt, temp=5000, alpha=0.99, iters=5000",2791326.8941749753,3025205.7914352785,344756.3357170423,0.03666932000778615
SA,"neigh=two_opt, temp=1000, alpha=0.9, iters=5000",5709347.060121061,6848804.234115424,1070165.3821153836,0.003446620004251599
SA,"neigh=two_opt, temp=1000, alpha=0.95, iters=5000",5162207.67018438,5814250.991139125,673008.5363448163,0.012049519969150425
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",2722512.55555578,2863490.115821147,114926.0972915373,0.0341812000144273
SA,"neigh=two_opt, temp=1000, alpha=0.995, iters=5000",2705826.5525025036,2747869.6496746475,51757.85728088872,0.06030222005210817
SA,"neigh=two_opt, temp=1000, cooling=geometric",2822046.7958945828,3257368.053246364,469222.11703943147,0.03843740001320839
SA,"neigh=two_opt, temp=1000, cooling=linear",2584377.635275084,2674094.379560074,99513.63777075039,0.0641028800047934
SA,"neigh=two_opt, temp=1000, cooling=logarithmic",2637438.352838418,2685054.212042569,38661.55075711508,0.06112525993958116
SA_REHEATING,"temp=1000, alpha=0.99, iters=5000",2552067.613752664,2718919.312979806,119037.29715771161,0.06142286001704633
TS,"neigh=swap, iters=500, tabu_size=20",3142038.3945349474,3422586.8977233246,208256.7653226489,0.11405421998351813
TS,"neigh=insert, iters=500, tabu_size=20",2721804.46259816,3014770.6051966664,185890.51837712104,0.10778655996546149
TS,"neigh=two_opt, iters=500, tabu_size=20",2595162.23102652,2707301.2807492004,79086.56790193213,0.12657876000739635
TS,"neigh=two_opt, iters=500, tabu_size=5",2584643.648180406,2680930.3063029675,76862.37465175962,0.12161757992580532
TS,"neigh=two_opt, iters=500, tabu_size=10",2607617.8527460215,2667409.2337899758,34956.47805907914,0.13326387996785344
TS,"neigh=two_opt, iters=500, tabu_size=20",2627048.36062134,2736696.986713743,88861.1758497138,0.12362576001323759
TS,"neigh=two_opt, iters=500, tabu_size=50",2619412.1712625804,2697479.8745642113,107183.88325003142,0.13516320004127919
TS,"neigh=two_opt, iters=100, tabu_size=20",3200478.6410185364,3509083.739082753,427071.3500679764,0.026825680024921895
TS,"neigh=two_opt, iters=250, tabu_size=20",2777580.909122937,2872328.7236584276,63095.086277504415,0.06357940002344549
TS,"neigh=two_opt, iters=500, tabu_size=20",2610765.930864245,2765822.873963088,109181.15470771326,0.13082617996260523
TS,"neigh=two_opt, iters=1000, tabu_size=20",2589830.8501608307,2608055.527411398,20716.675325242402,0.2506256999913603
TS,"neigh=two_opt, iters=500, candidates=5",3430385.5493871523,3732648.6068543075,353658.4018154319,0.03476964002475143
TS,"neigh=two_opt, iters=500, candidates=10",2946009.2815065836,3031211.076377263,57660.81104998659,0.06334317997097969
TS,"neigh=two_opt, iters=500, candidates=20",2574324.1367299305,2713417.615418601,104683.9285259899,0.13603378008119762
TS,"neigh=two_opt, iters=500, candidates=40",2509454.5976993903,2544752.9322285634,59817.95468667717,0.2587068599183112
TS_DIVERSIFICATION,"iters=500, tabu_size=20",2652300.542480649,2815494.3440622375,177013.5109659772,0.12190425996668637
GA,"sel=tournament, cross=ox, pop=100, gen=100",3594667.7978974017,3941831.28448617,299409.36277075065,0.416399100003764
GA,"sel=roulette, cross=ox, pop=100, gen=100",4543364.261429617,4796043.492766887,201723.43649586805,0.7119270599912852
GA,"sel=ranking, cross=ox, pop=100, gen=100",3871507.9890889535,4019210.8464698168,113414.00045389746,0.8023361999541521
GA,"sel=tournament, cross=ox, pop=100, gen=100",3748342.312234927,3965251.2575078183,125055.97882514902,0.4141998800449073
GA,"sel=tournament, cross=pmx, pop=100, gen=100",3804633.898878358,4240362.492580927,497043.03385804046,0.3000283199362457
GA,"sel=tournament, cross=cx, pop=100, gen=100",4192220.3652724237,4929542.868631669,534665.4993314928,1.2130425000097602
GA,"sel=tournament, cross=ox, mut=swap, pop=100, gen=100",3884803.750184966,4138518.3494929266,233215.53093490744,0.4138922200072557
GA,"sel=tournament, cross=ox, mut=insert, pop=100, gen=100",3633884.034897789,3908434.603988844,233446.81259166045,0.4074962799903005
GA,"sel=tournament, cross=ox, mut=inversion, pop=100, gen=100",3107457.4572033603,3277615.2108619236,128034.45980720535,0.4092608599923551
GA,"sel=tournament, cross=ox, pop=50, gen=100",3886116.4842532547,4383161.016163984,351271.9009192465,0.20518037998117505
GA,"sel=tournament, cross=ox, pop=100, gen=100",3464455.515083587,3868848.5027808305,229109.27031368125,0.42713864003308116
GA,"sel=tournament, cross=ox, pop=150, gen=100",3487171.18475755,3695572.7360761254,137099.77064378854,0.6231962600257248
GA,"sel=tournament, cross=ox, pop=200, gen=100",3246141.1630873093,3553127.402883294,185498.20203149162,0.8055720400065184
GA,"sel=tournament, cross=ox, p_mut=0.01, pop=100, gen=100",3499367.810880944,4113314.5618959772,421643.4823834759,0.4050050800200552
GA,"sel=tournament, cross=ox, p_mut=0.05, pop=100, gen=100",3565993.593812478,3808746.2260436458,166841.00161789084,0.4146576600149274
GA,"sel=tournament, cross=ox, p_mut=0.1, pop=100, gen=100",3507536.522763669,4086578.6798443594,746234.7648965113,0.4041583400219679
GA,"sel=tournament, cross=ox, p_mut=0.2, pop=100, gen=100",3545890.433984586,3791599.1217600084,216996.25504875806,0.41310247997753324
GA_ADAPTIVE,"pop=100, gen=100, adaptive_mutation",3236289.3155722767,3699647.9789752164,440651.84527598077,0.6040289199445397
ACO,"n_ants=10, iters=50, alpha=1, beta=2",2689233.9874834996,2730145.0665708776,42365.186711449445,0.6659714799374342
ACO,"n_ants=20, iters=50, alpha=1, beta=2",2635383.8817033926,2675692.711619759,28727.108603878245,1.2826242799405008
ACO,"n_ants=30, iters=50, alpha=1, beta=2",2573851.7718710336,2608315.478063621,24290.89240551578,1.8836432999465615
ACO,"n_ants=50, iters=50, alpha=1, beta=2",2518766.1328688385,2542400.425062036,16429.273340260446,3.224502159981057
ACO,"n_ants=20, iters=50, alpha=0.5, beta=2",2699480.376420563,2735521.3783917585,26662.02089386132,1.3092045999132096
ACO,"n_ants=20, iters=50, alpha=1.0, beta=2",2613023.3975294232,2651091.7556370846,23715.102956168856,1.337713840091601
ACO,"n_ants=20, iters=50, alpha=2.0, beta=2",2503033.6348835,2517963.3954758337,14710.273987132994,1.2723101800307632
ACO,"n_ants=20, iters=50, alpha=3.0, beta=2",2510710.151037349,2529056.6266393885,15624.759678096625,1.245360379992053
ACO,"n_ants=20, iters=50, alpha=1, beta=1.0",3324890.9282739954,3366659.644431802,39794.382559323545,1.24621422002092
ACO,"n_ants=20, iters=50, alpha=1, beta=2.0",2657111.7680460396,2673244.249867458,16737.423501066205,1.2572026999667287
ACO,"n_ants=20, iters=50, alpha=1, beta=3.0",2537807.24873218,2559884.4539372376,17133.155109313444,1.2399890199769288
ACO,"n_ants=20, iters=50, alpha=1, beta=5.0",2499733.0127189094,2514691.996757854,12724.127954880998,1.8098877400159836
ACO,"n_ants=20, iters=50, rho=0.1",2739526.5575925484,2807015.2397329514,46628.12900237192,2.5259077799972145
ACO,"n_ants=20, iters=50, rho=0.3",2617899.7457289635,2628668.4947804394,12975.380691236049,2.4584205800201744
ACO,"n_ants=20, iters=50, rho=0.5",2620586.6076521445,2656624.7967641177,20460.610912734635,2.517854980006814
ACO,"n_ants=20, iters=50, rho=0.7",2676237.0268975687,2699786.8377192407,30456.373157045662,2.5517276600003242
MMAS,"n_ants=20, iters=50 (MAX-MIN)",2500856.8921391615,2565355.3556254045,40900.81158108983,2.5426435600034893
