algorithm,params,min,mean,std,time
SA,"neigh=two_opt, temp=1000, alpha=0.9, iters=5000",25003962.460226785,26095648.688256852,1195375.664237799,0.010227959929034114
SA,"neigh=two_opt, temp=1000, alpha=0.95, iters=5000",18374469.75341742,19925319.964153346,1405402.187284191,0.018586700037121772
SA,"neigh=two_opt, temp=1000, alpha=0.99, iters=5000",6250339.435733341,6981772.549925744,638120.7493118712,0.09069827999919652
SA,"neigh=two_opt, temp=1000, alpha=0.995, iters=5000",5002436.162380988,5385815.856104176,337187.1745088251,0.16016143998131155
SA,"neigh=two_opt, temp=1000, cooling=geometric",6154320.656041822,7121604.573270042,732731.5071201039,0.09254394001327455
SA,"neigh=two_opt, temp=1000, cooling=linear",4603180.263800196,5147978.966155284,548868.5485099711,0.15547926002182066
SA,"neigh=two_opt, temp=1000, cooling=logarithmic",4825816.787376378,5442661.119983158,611849.7509903358,0.15672319997102022
SA_REHEATING,"temp=1000, alpha=0.99, iters=5000",4812237.250155733,5385284.700150439,666568.1256552008,0.15316817997954785
TS,"neigh=swap, iters=500, tabu_size=20",9598659.93726149,10021622.258425461,453274.46310729836,0.2894207200966775
TS,"neigh=insert, iters=500, tabu_size=20",7565967.121897142,8405553.580473425,684011.8670234111,0.29349899999797346
TS,"neigh=two_opt, iters=500, tabu_size=20",4406002.865820399,4865793.049767088,375778.887039568,0.32990741995163264
TS,"neigh=two_opt, iters=500, tabu_size=5",4766357.376567045,4829173.192080138,67580.82025822402,0.3141000600066036
TS,"neigh=two_opt, iters=500, tabu_size=10",4527519.170559285,4637165.649597865,137914.28175380873,0.3234203000087291
TS,"neigh=two_opt, iters=500, tabu_size=20",4469692.607584271,4914553.6842046045,566060.2351387832,0.31390990000218155
TS,"neigh=two_opt, iters=500, tabu_size=50",4534317.263114033,4768180.786845848,242841.75988133013,0.32795525998808445
TS,"neigh=two_opt, iters=100, tabu_size=20",11393209.62585986,12100123.221026635,572114.1579719224,0.06280481996946037
TS,"neigh=two_opt, iters=250, tabu_size=20",5853130.874940753,6524893.846984359,604455.493680102,0.15856941998936236
TS,"neigh=two_opt, iters=500, tabu_size=20",4347221.237093575,4630652.264834935,187528.52224783067,0.32446213997900486
TS,"neigh=two_opt, iters=1000, tabu_size=20",3986061.931578065,4109878.6113825613,116201.5678097625,0.6457722599618136
TS,"neigh=two_opt, iters=500, candidates=5",11774597.80493479,12366657.706853783,454306.6369810036,0.0850317399483174
TS,"neigh=two_opt, iters=500, candidates=10",6479496.49710888,7003200.78386447,614781.4244328873,0.15333481999114157
TS,"neigh=two_opt, iters=500, candidates=20",4605396.292951821,4905373.270041876,440832.9568304236,0.30693059996701777
TS,"neigh=two_opt, iters=500, candidates=40",3504624.8297997955,3559274.661199843,46357.107614422406,0.6127430200111121
TS_DIVERSIFICATION,"iters=500, tabu_size=20",4437613.282084651,4584869.767417071,121965.97267538478,0.3072731399908662
GA,"sel=tournament, cross=ox, pop=100, gen=100",13678939.676589705,15959124.359925648,1750417.293432227,1.3845409400295465
GA,"sel=roulette, cross=ox, pop=100, gen=100",18905536.437838007,20385912.53184862,1395699.3798497566,1.9248509800527245
GA,"sel=ranking, cross=ox, pop=100, gen=100",16510105.212225275,18411463.52469688,1419350.1843623365,2.156377340015024
GA,"sel=tournament, cross=ox, pop=100, gen=100",15040337.782077098,15852034.06617908,1194608.1979263618,1.4303618600126355
GA,"sel=tournament, cross=pmx, pop=100, gen=100",16405265.245321617,17557722.71430093,906559.8821848135,0.8425505600403994
GA,"sel=tournament, cross=cx, pop=100, gen=100",18547425.10211528,19130594.45364419,670052.5972201522,5.851072019897401
GA,"sel=tournament, cross=ox, mut=swap, pop=100, gen=100",15176996.703802112,16063056.670780765,649694.4884643159,1.413110419968143
GA,"sel=tournament, cross=ox, mut=insert, pop=100, gen=100",14222243.545479095,16010354.8789799,1591907.5362661355,1.4230540399905294
GA,"sel=tournament, cross=ox, mut=inversion, pop=100, gen=100",11903643.874814587,12314761.570905535,613409.3182780455,1.4335335600189865
GA,"sel=tournament, cross=ox, pop=50, gen=100",17359430.543604046,18634793.34248632,1113531.9575654506,0.7009967599995435
GA,"sel=tournament, cross=ox, pop=100, gen=100",14272213.249282451,15295243.61539242,994221.2060297545,1.490106299938634
GA,"sel=tournament, cross=ox, pop=150, gen=100",12795519.573270798,14722814.357590143,1393254.3394804914,2.122737320046872
GA,"sel=tournament, cross=ox, pop=200, gen=100",11728337.061684487,13400530.671272619,1472455.027988931,2.8039865399710835
GA,"sel=tournament, cross=ox, p_mut=0.01, pop=100, gen=100",15727769.634548219,17937944.121002037,1657516.9588233754,1.4079223200213165
GA,"sel=tournament, cross=ox, p_mut=0.05, pop=100, gen=100",14711023.710782776,16464338.829959806,1066544.7640793838,1.4010258799884467
GA,"sel=tournament, cross=ox, p_mut=0.1, pop=100, gen=100",13622078.873370038,14756971.76291759,871908.5530993688,1.4261722600087523
GA,"sel=tournament, cross=ox, p_mut=0.2, pop=100, gen=100",13906023.123024225,15024251.999277981,1234173.3473340324,1.4075741600245237
GA_ADAPTIVE,"pop=100, gen=100, adaptive_mutation",15961795.75867002,16468418.040834015,515724.963294459,2.1060943400952965
ACO,"n_ants=10, iters=50, alpha=1, beta=2",4150362.0036145663,4269259.4669740135,101074.6756366028,3.124021579977125
ACO,"n_ants=20, iters=50, alpha=1, beta=2",3950873.776256496,4041934.2492884123,78768.4042123915,6.14431393998675
ACO,"n_ants=30, iters=50, alpha=1, beta=2",3547791.2426356073,3694700.4577101385,103384.78508816665,9.655875679990277
ACO,"n_ants=50, iters=50, alpha=1, beta=2",3300132.7281745337,3358574.7530011656,42022.04103105445,16.59834995996207
ACO,"n_ants=20, iters=50, alpha=0.5, beta=2",3983968.1381679056,4193234.406238008,155418.47166593623,6.126808539964259
ACO,"n_ants=20, iters=50, alpha=1.0, beta=2",3902131.228297447,3999542.7204706077,96964.85616256819,6.58203486003913
ACO,"n_ants=20, iters=50, alpha=2.0, beta=2",3085956.088778514,3103915.9276105165,18632.70992307977,7.156343400012702
ACO,"n_ants=20, iters=50, alpha=3.0, beta=2",3031926.664515469,3057618.8194100847,23923.60086847059,6.528740599937737
ACO,"n_ants=20, iters=50, alpha=1, beta=1.0",9139147.1352542,9721419.053987829,596193.9592211279,6.794177999999374
ACO,"n_ants=20, iters=50, alpha=1, beta=2.0",3601130.969887429,3931422.925650148,219888.49292087572,6.676728340052068
ACO,"n_ants=20, iters=50, alpha=1, beta=3.0",3115893.8831970347,3199374.0549834035,60598.51925619041,6.444366839993745
ACO,"n_ants=20, iters=50, alpha=1, beta=5.0",3040627.0631724885,3054532.5807815935,16227.03085426173,6.753732379991561
ACO,"n_ants=20, iters=50, rho=0.1",4476421.211463272,4561389.0596472155,58805.078968994356,6.4541801400482655
ACO,"n_ants=20, iters=50, rho=0.3",3483115.605179815,3689679.4128354215,120602.3321733187,6.42828811998479
ACO,"n_ants=20, iters=50, rho=0.5",3754065.404753875,3920427.198427554,159474.00346216792,6.826037119980901
ACO,"n_ants=20, iters=50, rho=0.7",4047448.9647659687,4140808.906118337,60469.4309037259,6.431736759934575
MMAS,"n_ants=20, iters=50 (MAX-MIN)",3235817.5158534464,3331810.245517756,85706.25841396475,6.7046386999543754
