algorithm,params,min,mean,std,time
ACO,"n_ants=50, iters=50, alpha=1, beta=2",3218164.057334883,3306733.642178177,84404.39201487962,3.6155737200286238
ACO,"n_ants=20, iters=50, alpha=0.5, beta=2",4045015.3106464557,4256317.12894858,145937.22113232303,1.5053581400308758
ACO,"n_ants=20, iters=50, alpha=1.0, beta=2",3786107.4275122616,3989742.878284525,211552.61138587978,1.496955239959061
ACO,"n_ants=20, iters=50, alpha=2.0, beta=2",3074763.8515348276,3127370.515080055,46552.07274575139,1.5173254400026053
ACO,"n_ants=20, iters=50, alpha=3.0, beta=2",3031022.008316105,3053587.6422472955,21270.798855368597,1.514024699991569
ACO,"n_ants=20, iters=50, alpha=1, beta=1.0",9231065.02848161,9831714.849173399,384930.8949083768,1.5318274599965662
ACO,"n_ants=20, iters=50, alpha=1, beta=2.0",3848169.527823966,3970988.925818223,91720.43347953429,1.5258732799906283
ACO,"n_ants=20, iters=50, alpha=1, beta=3.0",3076253.88024033,3179888.7794852923,83033.14922893206,1.5288360200356692
ACO,"n_ants=20, iters=50, alpha=1, beta=5.0",3038049.413008726,3071318.5899660126,26536.84324066568,1.497724400041625
ACO,"n_ants=20, iters=50, rho=0.1",4406474.616001899,4502776.925435751,119959.3517621002,1.5181035800371319
ACO,"n_ants=20, iters=50, rho=0.3",3551349.92116981,3722122.657334978,114426.74182483107,1.4918693200219422
ACO,"n_ants=20, iters=50, rho=0.5",3854195.8657994187,3952148.4203277878,66549.35947693337,1.491207640012726
ACO,"n_ants=20, iters=50, rho=0.7",3750908.2911526514,4057067.6524465126,187036.61968325294,1.4952940999995916
MMAS,"n_ants=20, iters=50 (MAX-MIN)",3326752.2851189733,3388686.277953559,54126.29840558674,1.5563164399936795
